319557115370901, 445046808737424, 301734888953326 @ -79, -192, -27
181444085462066, 27269728188961, 315060433838561 @ 172, 483, -128
217576520373598, 223648021175367, 255764309641117 @ 136, -367, -60
244965037881613, 316377240525127, 261886867625048 @ 33, 81, 43
309235858272435, 499179157584230, 364174471899592 @ -37, -126, -69
104571303080832, 214225970377503, 223195361435584 @ 241, 133, 87
273377692440066, 223189493391807, 150454495845988 @ -88, -109, 348
386816191892895, 327166513856093, 258201910504512 @ -181, -29, 35
287059960891218, 371798102124519, 318061512674616 @ -19, -19, -29
175703379384921, 129674079387273, 129981866591418 @ 203, 227, 349
285572922071346, 172607120262697, 237768029415282 @ -148, 36, 50
317654346476905, 370564890458810, 409868744675542 @ -65, -48, -159
228373737420954, 304701014512341, 348282712872844 @ 56, -102, -159
259959696222642, 182813315080455, 254681215296664 @ -20, 100, 16
161547689472516, 314417384000823, 337415037587122 @ 205, -167, -160
285024231139366, 367646055694639, 114841748416244 @ -27, -69, 238
217912279919730, 146378343240935, 230514432172552 @ 212, -159, 81
203319661620734, 185111062805459, 270492227522356 @ 238, -221, -171
388189523079002, 524342614613355, 351811611246728 @ -114, -130, -49
349171019734104, 546596417145229, 276604240248368 @ -67, -126, 31
321969989834470, 439014498390415, 205641328237082 @ -42, -27, 100
220534745923683, 174832157553672, 258799119931606 @ 97, 22, -31
237100012294770, 53973607062695, 195962261725112 @ 29, 564, 269
235889218208574, 195028357273365, 249930769578382 @ 40, 55, 25
230069637333285, 401958508240908, 338935996072957 @ 49, -44, -50
206926019432946, 144730415589063, 231102671115832 @ 106, 206, 75
210871771580242, 337469302395853, 379517113233590 @ 76, -17, -127
290602835775146, 294698453726627, 359816573578756 @ -32, 43, -99
302714715190080, 170521166864049, 319608550170664 @ -61, 198, -61
244289816341446, 324617470683648, 250090792634761 @ 32, 34, 52
368327174831124, 485249495263683, 250514874666492 @ -94, -91, 55
402221858209682, 304628119229767, 444715801142520 @ -143, 78, -163
192584800932290, 321223929365391, 335598094614032 @ 114, -64, -100
233045615555562, 60767221680375, 209482102237036 @ 56, 665, 269
252879082730068, 21996283505797, 219778520667772 @ -5, 514, 105
200022432039530, 283745686132167, 44659402470328 @ 159, -307, 699
281686988645323, 378297870664997, 460406895484194 @ -15, -41, -211
242701082860219, 135672699171329, 236396015452245 @ -33, -17, 26
210986840511837, 302945349767400, 238901381055743 @ 77, 20, 64
244753656762103, 348841549617904, 498854938958684 @ 33, 42, -209
182797205665962, 193551182971059, 274090808337172 @ 98, 208, 30
235802399490188, 271929078574084, 478083344715364 @ 42, 64, -273
425468263312873, 335250314888903, 341625871934286 @ -243, -47, -91
265806782141130, 266386607157631, 276143468042868 @ -16, -11, -11
256836879733422, 219394609025945, 338382460480236 @ 8, 115, -97
251128917363282, 235902062903793, 267734430247702 @ 12, 47, 5
372165180090870, 296997876851352, 312394174873819 @ -256, -122, -102
218004173775861, 155662856720691, 258132160513778 @ 227, -307, -227
320926689049739, 437678481177104, 147687038616392 @ -39, -18, 155
273392741625102, 123393502245345, 336128978444572 @ -8, 275, -65
306075420223742, 377687191365491, 309442103117212 @ -107, -278, -90
197842631532594, 6985318326375, 235389526505656 @ 223, 765, 54
236004388951566, 197362272850377, 299202253155664 @ 42, 186, -9
278572362627049, 471064577468644, 341938359988099 @ -17, -206, -78
400699747427570, 141427579377765, 338169096371382 @ -116, 266, -28
279339897487458, 207603803158935, 305576772667000 @ -154, -165, -253
144109495681848, 360796110655419, 266815254493744 @ 135, 43, 39
239085939650950, 118585881083545, 234877422806387 @ -32, 19, 14
232046778554346, 301410992505675, 222536634599344 @ 50, -210, 97
278243370611928, 204800121699594, 258976570359424 @ -170, -202, -61
263020375897851, 184609241889360, 253167557371819 @ -139, -230, -66
226294129730320, 431721445551740, 349199743894082 @ 54, -104, -71
286383819599080, 206707775008485, 220193402038732 @ -99, 14, 105
304908782979294, 322540418996319, 310518292080496 @ -75, -69, -59
280629675956935, 276436584273225, 255641739406842 @ -5, 119, 49
295818774121970, 417666228254865, 310777229156507 @ -20, -25, -8
143180526379334, 347997189452822, 215696852880657 @ 192, -96, 100
378732424269588, 293353803544639, 328495073772808 @ -205, -27, -93
215400565260225, 121907406185958, 252770392026538 @ 249, 78, -159
214891578519402, 401109441623036, 382973098985641 @ 116, -804, -486
261747303962130, 186183075106935, 202573897756312 @ -50, 12, 173
288774650712897, 216008120524977, 101724402247627 @ -59, 87, 320
420734011221300, 459376731756960, 536423585567932 @ -310, -376, -505
260809707166192, 487911688280563, 253267031041644 @ 13, -149, 49
270451460290546, 114977118850840, 324091746791317 @ -20, 280, -90
253180355825331, 407911828025378, 333145620939106 @ 23, -38, -39
225343105108155, 133014155216136, 237639189046609 @ 109, 74, 28
309707884130585, 495235943084870, 380866323257403 @ -41, -140, -94
278860807039546, 552814455797014, 506706409288469 @ -12, -264, -272
215731175623380, 301083794828521, 253484824765660 @ 74, -17, 39
243838648610673, 24792168333548, 507568693181034 @ 23, 474, -539
334940549490604, 546936568045939, 153577833551884 @ -135, -489, 213
262708482678324, 184708258639785, 235149172879654 @ -103, -130, 54
246575270166308, 245270363003565, 121371972603190 @ 6, -145, 417
271439894138930, 214562482585895, 191541901105272 @ -30, 78, 154
404951756016945, 336760128594105, 432861177612247 @ -131, 63, -132
283548112629002, 374807943474879, 311873976318756 @ -12, -7, -17
328706419187880, 252161320673565, 321866744543602 @ -115, 50, -78
221593443468242, 238684702778407, 232752932646584 @ 75, -29, 71
180096357908712, 236211014768319, 173275627448005 @ 182, -39, 222
284363389340874, 259754196811617, 340583588945736 @ -40, 38, -109
256122125373460, 15603487488585, 130768109384032 @ 18, 407, 195
309994024437522, 167603500936455, 221651289352588 @ -92, 185, 92
324088558978750, 234276175035987, 145297325453312 @ -71, 134, 185
236982128872766, 199655889526063, 271575282685884 @ 37, 39, -34
262946912000700, 395768556897810, 110966092919197 @ 10, -46, 218
270002195428245, 260461993393719, 242500823146768 @ -31, -31, 51
216850386453842, 469994893965415, 49317459330968 @ 63, -95, 272
259999379928348, 266409280816719, 313863379043884 @ 18, 137, -9
121506226245094, 273253703903477, 321861674806985 @ 192, 79, -44
268246920714154, 94667955706671, 215207347466864 @ -54, 323, 121
238697577421575, 85355279436597, 211255478501809 @ 39, 323, 98
87224837486355, 178660556930625, 237202490093872 @ 237, 203, 67
335300127338469, 281048695590381, 291382046777671 @ -105, 39, -14
237852618967596, 118621624655859, 234893583514453 @ -10, 29, 16
238403929946970, 117617929074690, 232754136672157 @ -12, 72, 52
308970343244454, 279706310277401, 259790122236172 @ -34, 118, 45
276330533716966, 286867769881707, 242239192368592 @ -69, -196, 45
349071464519598, 211552201457835, 481606487368630 @ -70, 195, -174
112885320719190, 226504078966635, 382459912582102 @ 162, 183, -72
221194497663402, 145001032161039, 304321433170144 @ 131, 14, -408
223481270042706, 159333091509247, 267441672078712 @ 80, 112, -45
317636120542715, 532927897108978, 251258696956425 @ -51, -188, 52
306012467776302, 332448740320740, 118718459607718 @ -72, -70, 257
223264879438962, 250452659111175, 439963950026968 @ 86, -260, -714
287173473781150, 241391820295651, 288766144114604 @ -86, -41, -67
160771690081500, 219638137816860, 279019447882387 @ 150, 134, 6
277789080202790, 251532599219555, 289190259325847 @ -24, 69, -16
288076476811058, 552248903803811, 198383190604894 @ -20, -233, 114
280416054486453, 299064193356213, 327850170017620 @ -15, 51, -49
252990360917724, 172331055976589, 233859321573040 @ -37, -6, 63
74197955499887, 277002881267272, 254997673328293 @ 225, 106, 48
221147391815637, 83306275588704, 416005678442896 @ 111, 394, -861
362267482830600, 333921865514403, 163844890468194 @ -91, 59, 146
299270816700510, 402667848866955, 303200278192432 @ -19, 12, 5
404357521871441, 266839350191850, 316592830174347 @ -125, 140, -10
273554831729162, 414262756141351, 365406195907576 @ -5, -87, -93
258010939976878, 355102044397483, 426389263605968 @ -39, -588, -611
238162590924406, 118563149497701, 232603402821811 @ -24, -13, 48
258379825466418, 349855236984663, 278346479662564 @ 12, -27, 12
365173112547805, 262628346174585, 157221216734142 @ -87, 143, 149
310389235162122, 315688178612175, 176576437650436 @ -94, -85, 174
260468223337340, 245102049435372, 105520810216625 @ -26, -82, 412
376121448061279, 549556427558255, 338171305372087 @ -95, -135, -30
315871993161428, 324180620431407, 322216381681500 @ -83, -43, -67
271656810749913, 245360114644115, 191228330203186 @ -85, -195, 213
175345757770530, 196003374086735, 286040077249022 @ 116, 189, 8
376155343914993, 389850664621095, 537222637006153 @ -113, -15, -264
232903648750824, 3992301421752, 362022631011853 @ 46, 436, -102
205479616780518, 389530814612337, 282269418618370 @ 118, -434, -56
278948443856230, 265545561878043, 220313135420388 @ -51, -46, 98
236856826219782, 125076678089799, 301332691053406 @ 8, -47, -947
299705290891044, 419581610720473, 385500883347316 @ -22, -17, -81
251212048162758, 451092960781051, 322460522199424 @ 23, -132, -39
359493743985462, 318141032724468, 298730116334152 @ -104, 48, -5
300420293339695, 361418673540615, 336038691238332 @ -29, 17, -41
173429552709730, 75875945315791, 102469941513880 @ 334, 424, 687
259999019309454, 272404018986447, 296070911277132 @ -25, -157, -100
229829572835810, 232936392337655, 224272574872192 @ 52, 73, 87
272085423894330, 281859642061863, 263778130870224 @ -16, 17, 23
231538535935976, 145780459986729, 241491040212784 @ 67, -58, -9
426400787648955, 326625884343492, 245152755309787 @ -161, 64, 60
249476901045420, 337359446144265, 306572324685082 @ 26, 23, -15
243362859966885, 364896620238876, 337664028121570 @ 29, -136, -103
245336414603415, 480392492967480, 255586840664662 @ 27, -284, 37
194376243225325, 350741198397730, 186566880563597 @ 97, -26, 134
222550960470465, 329640055608645, 279219511217659 @ 59, 15, 14
246519781240361, 275552404561042, 263819291826486 @ 21, -26, 13
319780150059888, 364079172975759, 142905583855438 @ -78, -71, 201
255167466745174, 320609684190143, 294940767243330 @ 16, 9, -11
227968175983322, 167805833275293, 155583046743276 @ 88, -154, 593
216337542026246, 148305107422477, 173318906010486 @ 138, 58, 376
283094486880670, 407514042817055, 435691040622052 @ -51, -293, -324
219151645146734, 32346901628853, 162355879065356 @ 118, 638, 409
383071825870690, 341649434891267, 426113823957524 @ -216, -116, -266
239092286736650, 122550720423983, 210112575138904 @ 9, 144, 231
283411706379868, 133454397664229, 349558960400406 @ -93, 214, -256
361060871987127, 224980503317079, 468085140199357 @ -103, 161, -200
242870803415720, 110068582378165, 165105438359482 @ -5, 252, 456
407918182637622, 502633767422571, 414146662178380 @ -175, -202, -156
258692174818590, 229726648741821, 340494091307422 @ 14, 146, -60
293337915826676, 383301071606526, 273892550910667 @ -18, 8, 30
405748435062572, 225752148307325, 290520847329094 @ -155, 160, 6
241219017646373, 362610819298787, 342432584528338 @ 37, 37, -39
393554126638270, 213983160231165, 530176896386842 @ -146, 170, -282
201073555066112, 234125526022447, 407102419342779 @ 118, 9, -316
297144730919707, 345761619386461, 246535890932587 @ -17, 67, 60
325801335216360, 202022191330745, 223594882695342 @ -163, 76, 92
276793031224110, 364567808770755, 242166165261712 @ -48, -267, 51
211610460142114, 125145538858079, 263528745407340 @ 228, 109, -187
251428804712340, 115660921423949, 143600721294546 @ 14, 279, 229
306356496912402, 479009653157015, 127836306891160 @ -94, -420, 273
151218322049866, 341520003021611, 355849643538388 @ 166, -48, -108
227343595602547, 355310980166732, 461390787251013 @ 51, 52, -154
492929962237082, 484281178299953, 396678998123814 @ -248, -128, -112
97382612709390, 254866899382125, 211782107861422 @ 278, 42, 108
249811210142163, 168127357866483, 332652727182571 @ -23, 13, -366
238387345483782, 471959962398927, 261135484757422 @ 38, -251, 30
209756911994600, 228740962353925, 259102162101702 @ 117, -74, -8
240258895763562, 136143417552567, 254186663884372 @ 16, 137, -35
212437650373554, 175914599859815, 210657885855800 @ 161, -95, 184
243349767589048, 235389823822785, 252339822515122 @ 25, 20, 30
246552937011482, 208985804293951, 345643533985592 @ 27, 154, -85
224010996119509, 140759350243343, 288485281691650 @ 121, 9, -351
408447543051498, 310916192374743, 254119474120120 @ -198, 13, 43
192689238643647, 239866970587025, 336254786882229 @ 203, -225, -326
250222531386762, 52709200084406, 184903951371522 @ 20, 378, 145
372652913166174, 276912366654313, 380649949713542 @ -238, -54, -230
280402612828464, 211236039980049, 113331973113028 @ -49, 82, 313
168095757639012, 353984495241291, 284333311611371 @ 110, 53, 22
228388050835062, 420616904774375, 244091663358266 @ 56, -335, 49
263970622172826, 161972049407079, 188152853926912 @ -49, 113, 210
276514960271762, 332044458416263, 243059046639400 @ -30, -101, 54
294255675208464, 407976899651781, 341191192986250 @ -18, -13, -39
338981316126480, 419437372608750, 247267870011409 @ -66, -30, 58
308637419287368, 287600138784252, 291367151427784 @ -94, -42, -37
303353826354162, 365276146380551, 277083241797560 @ -52, -63, 11
217243411427602, 439207853760679, 143914480169560 @ 67, -149, 192
77494471006290, 254834704923546, 268363689705586 @ 204, 148, 37
158567399582055, 167736002610725, 149580552030332 @ 137, 223, 175
234684531635281, 197387482148135, 267290027561152 @ 43, -15, -45
169890274858738, 176417900933831, 140423344259736 @ 342, -44, 494
229428647810170, 121979123694575, 239454243366192 @ 114, 7, -43
399856816241619, 243961321249653, 220986366125698 @ -185, 107, 89
243535040186624, 317922664380467, 303011791405542 @ 30, -27, -35
389091033282430, 321997176169145, 339261405391212 @ -182, -18, -83
249850024463204, 80759506844105, 177497675289758 @ -29, 400, 328
285747815198370, 420205983882555, 331264118606092 @ -16, -68, -42
290257772172610, 234015653694919, 303982847430232 @ -71, 31, -75
159114927840115, 115762972172365, 11546088670402 @ 297, 255, 813
252565469636178, 98362517834975, 166453784699448 @ -28, 315, 331
235914585476808, 263239070355843, 235697516551546 @ 41, -13, 66
256760536191548, 405417348185533, 335206999247034 @ 21, -8, -32
240029465062458, 261499270639207, 148601109214524 @ 26, -207, 338
